N,P,K,TEMPERATURE,HUMIDITY,PH,RAINFALL,LABEL
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,GRAPES
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,GRAPES
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,GRAPES
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,GRAPES
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,GRAPES
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,GRAPES
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,GRAPES
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,GRAPES
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,GRAPES
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,GRAPES
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,GRAPES
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,GRAPES
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,GRAPES
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,GRAPES
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,GRAPES
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,GRAPES
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,GRAPES
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,GRAPES
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,GRAPES
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,GRAPES
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,GRAPES
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,GRAPES
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,GRAPES
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,GRAPES
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,GRAPES
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,GRAPES
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,GRAPES
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,GRAPES
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,GRAPES
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,GRAPES
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,GRAPES
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,GRAPES
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,GRAPES
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,GRAPES
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,GRAPES
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,GRAPES
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,GRAPES
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,GRAPES
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,GRAPES
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,GRAPES
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,GRAPES
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,GRAPES
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,GRAPES
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,GRAPES
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,GRAPES
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,GRAPES
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,GRAPES
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,GRAPES
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,GRAPES
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,GRAPES
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,GRAPES
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,GRAPES
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,GRAPES
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,GRAPES
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,APPLE
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,APPLE
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,APPLE
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,APPLE
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,APPLE
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,APPLE
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,APPLE
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,APPLE
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,APPLE
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,APPLE
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,APPLE
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,APPLE
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,APPLE
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,APPLE
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,APPLE
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,APPLE
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,APPLE
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,APPLE
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,APPLE
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,APPLE
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,APPLE
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,APPLE
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,APPLE
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,APPLE
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,APPLE
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,APPLE
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,APPLE
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,APPLE
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,APPLE
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,APPLE
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,APPLE
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,APPLE
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,APPLE
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,APPLE
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,APPLE
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,APPLE
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,APPLE
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,APPLE
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,APPLE
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,APPLE
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,APPLE
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,APPLE
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,APPLE
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,APPLE
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,APPLE
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,APPLE
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,APPLE
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,APPLE
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,APPLE
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,APPLE
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,APPLE
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,APPLE
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,APPLE
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,APPLE
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,APPLE
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,APPLE
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,APPLE
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,APPLE
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,APPLE
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,APPLE
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,APPLE
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,APPLE
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,APPLE
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,APPLE
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,APPLE
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,APPLE
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,APPLE
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,APPLE
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,APPLE
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,APPLE
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,APPLE
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,APPLE
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,APPLE
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,APPLE
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,APPLE
29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,APPLE
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,APPLE
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,APPLE
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,APPLE
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,APPLE
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,APPLE
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,APPLE
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,APPLE
38,135,203,23.76121837,93.661643,5.965551311,100.825956,APPLE
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,APPLE
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,APPLE
12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,APPLE
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,APPLE
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,APPLE
31,121,201,23.15791104,90.34396882,5.731535258,110.712841,APPLE
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,APPLE
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,APPLE
33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,APPLE
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,APPLE
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,APPLE
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,APPLE
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,APPLE
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,APPLE
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,APPLE
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,APPLE
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,ORANGE
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,ORANGE
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,ORANGE
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,ORANGE
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,ORANGE
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,ORANGE
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,ORANGE
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,ORANGE
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,ORANGE
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,ORANGE
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,ORANGE
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,ORANGE
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,ORANGE
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,ORANGE
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,ORANGE
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,ORANGE
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,ORANGE
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,ORANGE
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,ORANGE
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,ORANGE
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,ORANGE
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,ORANGE
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,ORANGE
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,ORANGE
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,ORANGE
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,ORANGE
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,ORANGE
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,ORANGE
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,ORANGE
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,ORANGE
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,ORANGE
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,ORANGE
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,ORANGE
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,ORANGE
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,ORANGE
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,ORANGE
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,ORANGE
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,ORANGE
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,ORANGE
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,ORANGE
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,ORANGE
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,ORANGE
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,ORANGE
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,ORANGE
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,ORANGE
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,ORANGE
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,ORANGE
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,ORANGE
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,ORANGE
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,ORANGE
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,ORANGE
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,ORANGE
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,ORANGE
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,ORANGE
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,ORANGE
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,ORANGE
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,ORANGE
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,ORANGE
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,ORANGE
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,ORANGE
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,ORANGE
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,ORANGE
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,ORANGE
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,ORANGE
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,ORANGE
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,ORANGE
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,ORANGE
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,ORANGE
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,ORANGE
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,ORANGE
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,ORANGE
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,ORANGE
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,ORANGE
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,ORANGE
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,ORANGE
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,ORANGE
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,ORANGE
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,ORANGE
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,ORANGE
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,ORANGE
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,ORANGE
19,7,9,27.255435,91.71369387,6.969883483,101.139435,ORANGE
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,ORANGE
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,ORANGE
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,ORANGE
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,ORANGE
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,ORANGE
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,ORANGE
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,ORANGE
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,ORANGE
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,ORANGE
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,ORANGE
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,ORANGE
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,ORANGE
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,ORANGE
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,ORANGE
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,ORANGE
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,ORANGE
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,ORANGE
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,ORANGE
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,COCONUT
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,COCONUT
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,COCONUT
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,COCONUT
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,COCONUT
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,COCONUT
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,COCONUT
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,COCONUT
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,COCONUT
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,COCONUT
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,COCONUT
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,COCONUT
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,COCONUT
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,COCONUT
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,COCONUT
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,COCONUT
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,COCONUT
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,COCONUT
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,COCONUT
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,COCONUT
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,COCONUT
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,COCONUT
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,COCONUT
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,COCONUT
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,COCONUT
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,COCONUT
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,COCONUT
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,COCONUT
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,COCONUT
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,COCONUT
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,COCONUT
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,COCONUT
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,COCONUT
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,COCONUT
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,COCONUT
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,COCONUT
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,COCONUT
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,COCONUT
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,COCONUT
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,COCONUT
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,COCONUT
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,COCONUT
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,COCONUT
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,COCONUT
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,COCONUT
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,COCONUT
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,COCONUT
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,COCONUT
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,COCONUT
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,COCONUT
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,COCONUT
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,COCONUT
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,COCONUT
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,COCONUT
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,COCONUT
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,COCONUT
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,COCONUT
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,COCONUT
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,COCONUT
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,COCONUT
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,COCONUT
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,COCONUT
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,COCONUT
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,COCONUT
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,COCONUT
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,COCONUT
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,COCONUT
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,COCONUT
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,COCONUT
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,COCONUT
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,COCONUT
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,COCONUT
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,COCONUT
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,COCONUT
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,COCONUT
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,COCONUT
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,COCONUT
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,COCONUT
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,COCONUT
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,COCONUT
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,COCONUT
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,COCONUT
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,COCONUT
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,COCONUT
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,COCONUT
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,COCONUT
